Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Jumlah_Varian_Kemasan
DKL1818832310A1,METHOPI,METHISOPRINOL,TABLET; 500 MG,"DUS, 2 STRIP @ 4 TABLET",OTTO PHARMACEUTICAL INDUSTRIES - Indonesia,OTTO PHARMACEUTICAL INDUSTRIES,Indonesia,2019-09-12,2024-09-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1818907810A1,CETIRIPIM,CETIRIZINE HYDROCHLORIDE,TABLET; 10 MG,"DUS, 10 STRIP @10 TABLET",PIM PHARMACEUTICALS - Indonesia,PIM PHARMACEUTICALS,Indonesia,2019-06-12,2024-06-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1819620009A1,ULCETRA,PARACETAMOL | TRAMADOL HYDROCHLORIDE,KAPLET SALUT SELAPUT,"DUS, 3 STRIP @ 10 KAPLET SALUT SELAPUT",PERTIWI AGUNG - Indonesia,PERTIWI AGUNG,Indonesia,2024-11-21,2029-01-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,4.2,False,1
DKL1819620306A1,REGLUS XR,METFORMIN HYDROCHLORIDE,KAPLET PELEPASAN LAMBAT; 500 MG,"DUS, 3 STRIP @ 10 KAPLET SALUT SELAPUT",PERTIWI AGUNG - Indonesia,PERTIWI AGUNG,Indonesia,2019-09-12,2024-09-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1819620437A1,LANAVIR,METHISOPRINOL,SIRUP; 250 MG/5 ML,"DUS, 1 BOTOL @ 60 ML",PERTIWI AGUNG - Indonesia,PERTIWI AGUNG,Indonesia,2019-08-05,2024-08-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1819933537A1,SESMA,PROCATEROL HYDROCHLORIDE HEMIHYDRATE,"SIRUP; 25,688 MCG","DUS, 1 BOTOL @ 60 ML",PHAPROS Tbk - Indonesia,PHAPROS Tbk,Indonesia,2024-10-13,2029-10-13,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1820940737A1,VALEPSI,SODIUM VALPROATE,"SIRUP; 288,66 MG","DUS, 1 BOTOL @ 100 ML",INDOFARMA - Indonesia,INDOFARMA,Indonesia,2020-06-22,2025-06-22,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1821024238A1,PROMIXIN,THIAMPHENICOL,SIRUP KERING,"DUS, 1 BOTOL @ 60 ML",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2025-11-19,2029-10-07,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.9,False,1
DKL1821024310A1,BLOCAND 8,CANDESARTAN CILEXETIL,TABLET,"DUS, 5 STRIP @ 6 TABLET",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2025-06-05,2027-06-02,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,2.0,False,1
DKL1821024310B1,BLOCAND 16,CANDESARTAN CILEXETIL,TABLET; 16  MG,"DUS, 5 STRIP  @ 6 TABLET",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2024-09-10,2029-05-14,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.7,False,1
DKL1821024517A1,PAVARTAN 80,VALSARTAN,TABLET SALUT SELAPUT,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2024-12-24,2029-08-23,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.7,False,1
DKL1821207337A1,MUCOPECT,AMBROXOL HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL @ 60 ML",KALVENTIS SINERGI FARMA - Indonesia,KALVENTIS SINERGI FARMA,Indonesia,2025-10-20,2030-03-01,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,1
DKL1821207610A1,MUCOPECT,AMBROXOL HYDROCHLORIDE,TABLET,"DUS, 10 BLISTER @ 10 TABLET",KALVENTIS SINERGI FARMA - Indonesia,KALVENTIS SINERGI FARMA,Indonesia,2025-08-22,2028-10-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.1,False,1
DKL1821207716A1,BUSCOPAN,HYOSCINE BUTYLBROMIDE,TABLET SALUT GULA,"DUS, 10 BLISTER @ 10 TABLET SALUT GULA",KALVENTIS SINERGI FARMA - Indonesia,KALVENTIS SINERGI FARMA,Indonesia,2025-08-08,2028-09-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.1,False,1
DKL1821207817A1,BUSCOPAN PLUS,HYOSCINE BUTYLBROMIDE | PARACETAMOL,TABLET SALUT SELAPUT,"DUS, 25 BLISTER @ 4 TABLET SALUT SELAPUT ;; DUS, 25 STRIP @ 4 TABLET SALUT SELAPUT",KALVENTIS SINERGI FARMA - Indonesia,KALVENTIS SINERGI FARMA,Indonesia,2025-11-03,2028-10-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,2.9,False,2
DKL1821647301A1,CLINIDAC 150,CLINDAMYCIN HYDROCHLORIDE,"KAPSUL; 172,9 MG","DUS, 3 BLISTER @ 10 KAPSUL",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2024-02-25,2025-08-23,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,1.5,True,1
DKL1821647301B1,CLINIDAC 300,CLINDAMYCIN HYDROCHLORIDE,KAPSUL,"DUS, 3 BLISTER @ 10 KAPSUL",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2025-06-12,2030-06-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1821647404A1,ADECCO,METFORMIN HYDROCHLORIDE,KAPLET,"DUS, 3 BLISTER @ 10 KAPLET",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2025-08-27,2030-08-26,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1821908210A1,CORIC 100,ALLOPURINOL,TABLET; 100 MG,"DUS, 10 STRIP @ 10 TABLET",SAMCO FARMA - Indonesia,SAMCO FARMA,Indonesia,2024-09-26,2028-08-01,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.8,False,1
DKL1822253701A1,NEUROSANTIN,GABAPENTIN,KAPSUL; 300 MG,"DUS, 5 STRIP @ 10 KAPSUL",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-02-18,2029-01-23,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1
DKL1822254506A1,FORBETES 500 XR,METFORMIN HYDROCHLORIDE,KAPLET PELEPASAN LAMBAT,"DUS, 10 STRIP @ 10 KAPLET PELEPASAN LAMBAT",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-10-13,2029-05-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.6,False,1
DKL1822254709A1,MEZATRIN 500,AZITHROMYCIN DIHYDRATE,KAPLET SALUT SELAPUT;,"DUS, 1 STRIP @ 6 KAPLET SALUT SELAPUT",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-05-12,2029-05-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1822254849A1,INFUSAN MGSO4 20%,MAGNESIUM SULFATE HEPTAHYDRATE,KONSENTRAT INJEKSI; 200 MG,"DUS, 2 BLISTER @ 5 AMPUL @ 20 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-08-15,2029-08-13,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1822254849B1,INFUSAN MGSO4 40%,MAGNESIUM SULFATE HEPTAHYDRATE,KONSENTRAT INJEKSI; 400 MG,"DUS, 2 BLISTER @ 5 AMPUL @ 20 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-08-15,2029-08-13,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1822255080A1,TIRONEM,DORIPENEM MONOHYDRATE,SERBUK INFUS,"DUS, 1 VIAL @ 500 MG",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-06-29,2029-07-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.0,False,1
DKL1823410010B1,PURINIC 100,ALLOPURINOL,TABLET; 100 MG,"DUS, 10 STRIP @ 10 TABLET",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2024-06-04,2029-04-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1
DKL1823414529A1,MIRACORT,HYDROCORTISONE ACETATE,"KRIM; 25,00 MG","DUS, 1 TUBE @ 5 G",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2024-06-10,2029-03-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,1
DKL1823414604A1,CARDIPIN 10,AMLODIPINE BESILATE,"KAPLET; 13,86 MG","DUS, 10 STRIP @ 10 KAPLET",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2024-05-11,2028-11-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.5,False,1
DKL1823414837A1,MEXON,DEXAMETHASONE. DEXCHLORPHENIRAMINE MALEATE,"SIRUP; 0,50 MG /2 MG","DUS, 1 BOTOL @ 60 ML",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2024-09-19,2029-09-18,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1823415029A1,SAMCLOVIR,ACICLOVIR,KRIM,"DUS, 1 TUBE @ 5 GRAM",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2025-07-15,2030-07-15,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1825103610A1,BLOPRESS PLUS 16,,TABLET,"DUS, 2 BLISTER @ 7 TABLET ;; DRUM, 77.000 TABLET (BULK)",TAKEDA INDONESIA - Indonesia,TAKEDA INDONESIA,Indonesia,2023-10-20,2028-10-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,2
DKL1825202717A1,TALION,,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",MITSUBISHI TANABE PHARMA INDONESIA - Indonesia,MITSUBISHI TANABE PHARMA INDONESIA,Indonesia,2023-12-15,2028-12-15,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,1
DKL1825802204C1,TRIFASON,,KAPLET,"DUS, 10 STRIP @ 10 KAPLET",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2024-09-02,2029-03-19,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,4.5,False,1
DKL1825802210C1,TRIFASON,DEXAMETHASONE,TABLET,"DUS, 10 STRIP @ 10 TABLET",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2026-03-31,2029-03-19,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.0,False,1
DKL1825804604A1,TRIFALGIN,,KAPLET,"DUS, 10 STRIP @ 10 KAPLET",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2024-10-31,2029-06-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,4.6,False,1
DKL1825804804A1,TRIVASK 10,,KAPLET,"DUS, 10 STRIP @ 10 KAPLET",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2024-11-27,2029-08-16,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,4.7,False,1
DKL1825804810A1,TRIVASK 10,AMLODIPINE BESILATE,TABLET,"DUS, 10 STRIP @ 10 TABLET",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2025-05-05,2029-08-16,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.3,False,1
DKL1825904910A1,STUNIC 30,,TABLET,"DUS, 10 STRIP @ 10 TABLET",TRIMAN - Indonesia,TRIMAN,Indonesia,2024-09-02,2029-07-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,4.9,False,1
DKL1827806433A1,CANDIGAL,NYSTATIN,SUSPENSI; 100.000 IU,"DUS, 1 BOTOL @ 12 ML",GALENIUM PHARMASIA LABORATORIES - Indonesia,GALENIUM PHARMASIA LABORATORIES,Indonesia,2023-09-26,2024-08-23,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,0.9,True,1
DKL1828915044A1,CETAXIME,CEFOTAXIME SODIUM,SERBUK INJEKSI,DUS @1 VIAL @ 1 GRAM,RAMA EMERALD MULTI SUKSES - Indonesia,RAMA EMERALD MULTI SUKSES,Indonesia,2025-08-01,2030-07-19,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1828915144A1,CETRIAX,CEFTRIAXONE SODIUM SESQUATERHYDRATE,SERBUK INJEKSI,"DUS, 1 VIAL @ 1 GRAM ;; DUS @1 VIAL @ 1 GRAM",RAMA EMERALD MULTI SUKSES - Indonesia,RAMA EMERALD MULTI SUKSES,Indonesia,2025-07-02,2030-07-02,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,2
DKL1830504149A1,WIDAHES BES,HYDROXYETHYL STARCH. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. MALIC ACID. POTASSIUM CHLORIDE,INFUS; 30  G /3.125 G /0.185 G /0.100  G /1.635 G /0.335 G /0.150 G,BOTOL PLASTIK @ 500 ML,WIDATRA BHAKTI - Indonesia,WIDATRA BHAKTI,Indonesia,2023-12-12,2028-10-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,1
DKL1831540543A1,PEINLOS,,INJEKSI,"DUS, 5 VIAL @ 4 ML ;; DUS, 5 VIAL @ 8 ML",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2024-03-12,2029-03-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,2
DKL1831541101A1,NEUFAR,PREGABALIN,KAPSUL,"DUS, 3 STRIP @ 10 KAPSUL",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2025-10-20,2030-10-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1831541946A1,ISOTIC LATIM,LATANOPROST | TIMOLOL MALEATE,TETES MATA,"DUS, 1 BOTOL PLASTIK @ 2,5 ML",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2025-02-21,2030-02-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1
DKL1832005939A1,VENTOLIN INHALER CFC FREE,SALBUTAMOL SULFATE,AEROSOL,"TRAY, 202 FILLED-IN CANISTER @ 200 DOSIS ;; DUS, 1 BOTOL @ 200 DOSIS",GLAXO WELLCOME INDONESIA - Indonesia,GLAXO WELLCOME INDONESIA,Indonesia,2025-08-04,2030-08-04,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,2
DKL1832406980A1,CILANEM,DORIPENEM MONOHYDRATE,SERBUK UNTUK LARUTAN INFUS,"DUS, 1 VIAL @ 500 MG",CAPRIFARMINDO LABORATORIES - Indonesia,CAPRIFARMINDO LABORATORIES,Indonesia,2025-09-02,2027-06-30,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,1.8,False,1
DKL1833214817A1,DOLATRAM,TRAMADOL HYDROCHLORIDE. PARACETAMOL,"TABLET SALUT SELAPUT; 37,5 MG /325 MG","DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",PROMEDRAHARDJO FARMASI INDUSTRI - Indonesia,PROMEDRAHARDJO FARMASI INDUSTRI,Indonesia,2024-05-25,2029-05-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1
DKL1833316349A1,DENAC,SODIUM CHLORIDE. DEXTROSE MONOHYDRATE,"INFUS; 0,225 G /5,5 G",BOTOL @ 100 ML,MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2020-03-25,2025-03-25,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1833516317B1,BISOVELL,BISOPROLOL FUMARATE,TABLET SALUT SELAPUT,"DUS, 10 BLISTER @ 10 TABLET SALUT SELAPUT",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-07-26,2029-10-15,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.2,False,1
DKL1833534381B1,ONDAVELL 4 ODT,ONDANSETRON,ORALLY DISINTEGRATING TABLET,"DUS, 1 BLISTER @ 10 ORALLY DISINTEGRATING TABLET",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-04,2030-01-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,1
DKL1833534610B1,ZIPREN,ARIPIPRAZOLE,TABLET,"DUS, 1 STRIP @ 10 TABLET",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-10,2030-02-06,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,1
DKL1833540643A1,OSFLEX,SODIUM HYALURONATE,INJEKSI,"DUS, 1 PREFILLED SYRINGE @ 2,5 ML ;; DUS, 5 PREFILLED SYRINGE @ 2,5 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2024-12-29,2028-12-28,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.0,False,2
DKL1833540802A1,REINPID,DUTASTERIDE,KAPSUL LUNAK,"DUS, 3 BLISTER @ 10 KAPSUL LUNAK",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-07-15,2029-12-06,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,1
DKL1833541268A1,NOREVELL,SEVOFLURANE,CAIRAN INHALASI,"DUS, 1 BOTOL @ 250 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2024-12-29,2029-06-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.5,False,1
DKL1833541417A1,MIGRATOP,TOPIRAMATE,TABLET SALUT SELAPUT,"DUS, 6 STRIP @ 10 TABLET SALUT SELAPUT",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-12,2030-05-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.7,False,1
DKL1833541417B1,MIGRATOP,TOPIRAMATE,TABLET SALUT SELAPUT,"DUS, 6 STRIP @ 10 TABLET SALUT SELAPUT",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-12,2030-05-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.7,False,1
DKL1833541522A1,RYMONT,MONTELUKAST SODIUM,GRANULA,DUS @ 28 SACHET,NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-07-21,2029-07-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.0,False,1
DKL1833542181A1,VOSERA,BENSERAZIDE HYDROCHLORIDE | LEVODOPA,TABLET DISPERSIBLE,"DUS, 1 BOTOL PLASTIK @ 30 TABLET DISPERSIBLE",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-03,2030-05-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,4.7,False,1
DKL183354218A1,VOSERA,,TABLET DISPERSIBLE,"DUS, 1 BOTOL PLASTIK @ 30 TABLET DISPERSIBLE",NOVELL PHARMACEUTICAL LAB. - Indonesia,NOVELL PHARMACEUTICAL LAB.,Indonesia,2020-05-08,2025-05-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,True,1
DKL1833542337A1,OKSOVELL,GUAIFENESIN | OXOMEMAZINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL @ 60 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-06-26,2030-01-22,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,4.6,False,1
DKL1833542681A1,ZIPREN 10 ODT,ARIPIPRAZOLE,ORALLY DISINTEGRATING TABLET,"DUS, 1 STRIP @ 10 ORALLY DISINTEGRATING TABLET",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-10,2030-07-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,1
DKL1833542681B1,ZIPREN 15 ODT,ARIPIPRAZOLE,ORALLY DISINTEGRATING TABLET,"DUS, 1 STRIP @ 10 ORALLY DISINTEGRATING TABLET",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-10,2030-07-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,1
DKL1833542868A1,ISONEST,ISOFLURANE,CAIRAN INHALASI,"DUS, 1 BOTOL @ 250 ML ;; DUS, 1 BOTOL @ 250 mL",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2026-04-10,2031-03-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,2
DKL1833543417A1,PERTAM,MEMANTINE HYDROCHLORIDE,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2026-04-12,2031-01-11,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,1
DKL1833543649B1,LIPINFUS 20%,,INFUS,"DUS, 1 SOFTBAG @ 100 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2021-05-29,2026-05-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,1
DKL1834012010A1,CORVASK 5,AMLODIPINE BESILATE,TABLET,"DUS, 10 STRIP @ 10 TABLET",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2025-06-26,2029-10-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.3,False,1
DKL1834012010B1,CORVASK 10,AMLODIPINE BESILATE,TABLET,"DUS, 10 STRIP @ 10 TABLET",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2025-03-06,2030-03-06,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1834012310A1,LOXICOX,MELOXICAM,TABLET,"DUS, 10 STRIP @ 10 TABLET",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2025-08-22,2030-01-30,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,1
DKL1834012310B1,LOXICOX,MELOXICAM,TABLET,"DUS, 10 STRIP @ 10 TABLET",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2025-08-22,2030-01-30,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,1
DKL1834613110A1,HISTRINE LEVO,KOMBINASI-COMPRESSIBLE GRANULES FOR LEVOCETIRIZINE DIHYDROCHLORIDE ODT,TABLET; 250 MG,"DUS, 3 BLISTER @ 10 TABLET",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2024-09-19,2028-12-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.2,False,1
DKL1834613314A1,FONYLIN MR,GLICLAZIDE,TABLET PELEPASAN LAMBAT; 60 MG,"DUS, 3 STRIP @ 10 TABLET PELEPASAN LAMBAT",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2024-08-08,2029-08-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1834613681A1,FEPEZIL,DONEPEZIL HYDROCHLORIDE,ORODISPERSIBLE TABLET,"DUS, 3 BLISTER @ 10 ORODISPERSIBLE TABLET",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2025-03-06,2030-03-06,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1834614010A1,EZEFER,EZETIMIBE,TABLET,"DUS, 3 BLISTER @ 10 TABLET",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2025-04-14,2030-04-14,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1835309249A1,GP NS,SODIUM CHLORIDE,INFUS; 9 MG,OVERPOUCH @ 1 SOFTBAG @ 100 ML ;; OVERPOUCH @ 1 SOFTBAG @ 500 ML,GRACIA PHARMINDO - Indonesia,GRACIA PHARMINDO,Indonesia,2024-02-18,2028-11-01,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.7,False,2
DKL1835309329A1,GRABETA,CLOBETASOL PROPIONATE,"KRIM; 0,5 MG","DUS, 1 TUBE @ 10 G",GRACIA PHARMINDO - Indonesia,GRACIA PHARMINDO,Indonesia,2019-06-27,2024-06-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
