Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Jumlah_Varian_Kemasan
DKI2288802943A1,HUMALOG KWIKPEN,INSULIN LISPRO,INJEKSI; 100 IU,"DUS, 5 PREFILLED PEN @ 3 ML",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2022-07-22,2027-07-22,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2288803043A1,HUMALOG MIX25 KWIKPEN,INSULIN LISPRO,SUSPENSI INJEKSI; 100 U,"DUS, 5 PREFILLED PEN @ 3 ML",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2022-07-22,2027-07-22,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2288803043B1,HUMALOG MIX50 KWIKPEN,INSULIN LISPRO,SUSPENSI INJEKSI; 100 U,"DUS, 5 PREFILLED PEN @ 3 ML",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2022-07-24,2027-07-22,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2291300649A1,HEPA-MERZ,L-ORNITHINE L-ASPARTATE,"INFUS; 0,5 G","DUS, 5 AMPUL @ 10 ML",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2022-11-01,2027-11-01,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2292600710A1,CATAPRES,CLONIDINE HYDROCHLORIDE,TABLET; 0.075 MG,"DUS, 10 BLISTER @ 10 TABLET",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2022-10-06,2026-06-23,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,3.7,False,1
DKI2292600710B1,CATAPRES,CLONIDINE HYDROCHLORIDE,TABLET; 0.15 MG,"DUS, 10 BLISTER @ 10 TABLET",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2022-10-06,2026-06-23,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,3.7,False,1
DKI2297301367A1,ENERZAIR BREEZHALER,GLYCOPYRRONIUM BROMIDE | INDACATEROL ACETATE | MOMETASONE FUROATE,SERBUK INHALER,"DUS, 3 BLISTER @ 10 KAPSUL + 1 INHALER",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2024-06-04,2027-06-28,Berlaku,Obat Keras - Impor,Obat Keras,Impor,3,3.1,False,1
DKI2297301467A1,ATECTURA BREEZHALER,INDACATEROL ACETATE | MOMETASONE FUROATE,SERBUK INHALER,"DUS, 3 BLISTER @ 10 KAPSUL + 1 INHALER",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2024-03-26,2027-07-12,Berlaku,Obat Keras - Impor,Obat Keras,Impor,2,3.3,False,1
DKI2297301467B1,ATECTURA BREEZHALER,INDACATEROL ACETATE | MOMETASONE FUROATE,SERBUK INHALER,"DUS, 3 BLISTER @ 10 KAPSUL + 1 INHALER",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2024-03-26,2027-07-12,Berlaku,Obat Keras - Impor,Obat Keras,Impor,2,3.3,False,1
DKI2297301467C1,ATECTURA BREEZHALER,INDACATEROL ACETATE | MOMETASONE FUROATE,SERBUK INHALER,"DUS, 3 BLISTER @ 10 KAPSUL + 1 INHALER",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2024-03-26,2027-07-12,Berlaku,Obat Keras - Impor,Obat Keras,Impor,2,3.3,False,1
DKI2299800801A1,LEDOMID,KOMBINASI-LENALIDOMIDE (POVIDONE PREMIX),KAPSUL; 20 MG,"DUS, 3 BLISTER @ 7 KAPSUL",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2022-07-05,2027-07-05,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2299800801B1,LEDOMID,KOMBINASI-LENALIDOMIDE (POVIDONE PREMIX),KAPSUL; 50 MG,"DUS, 3 BLISTER @ 7 KAPSUL",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2022-07-05,2027-07-05,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2299900849A1,VYEPTI,EPTINEZUMAB,LARUTAN KONSENTRAT UNTUK INFUS; 100 MG,"DUS, 1 VIAL @ 1 ML",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2022-05-17,2027-05-17,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2302700322A1,EXELFOS,FOSFOMYCIN TROMETAMOL,GRANULA; 5.631 G,"DUS, 1 SACHET @ 3 GRAM",NUFARINDO - Indonesia,NUFARINDO,Indonesia,2023-10-07,2028-10-07,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2304900368A1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE DIHYDRATE. GLYCOPYRRONIUM BROMIDE,SUSPENSI INHALASI (PRESSURED METERED DOSE INHALER/PMDI); 5.0 MCG /9 MCG,"DUS, 1 INHALER @ 120 ACTUATIONS",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2023-09-21,2028-09-21,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2304900468A1,BREZTRI AEROSPHERE,,SUSPENSI INHALASI (PRESSURED METERED DOSE INHALER/PMDI),"DUS, 1 INHALER @ 120 ACTUATIONS",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2023-10-12,2028-10-12,Berlaku,Obat Keras - Impor,Obat Keras,Impor,0,5.0,False,1
DKI2310300301A1,BRONCHO VAXOM CHILDREN,,KAPSUL,"DUS, 1 BLISTER @ 10 KAPSUL",ABBOTT INDONESIA - Indonesia,ABBOTT INDONESIA,Indonesia,2023-03-30,2028-03-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,0,5.0,False,1
DKI2310300301B1,BRONCHO VAXOM ADULTS,,KAPSUL,"DUS, 1 BLISTER @ 10 KAPSUL",ABBOTT INDONESIA - Indonesia,ABBOTT INDONESIA,Indonesia,2023-03-30,2028-03-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,0,5.0,False,1
DKI2310902417A1,IMBRUVICA,IBRUTINIB,TABLET SALUT SELAPUT,"DUS, 3 AMPLOP @ 2 BLISTER @ 5 TABLET SALUT SELAPUT",INTEGRATED HEALTHCARE INDONESIA - Indonesia,INTEGRATED HEALTHCARE INDONESIA,Indonesia,2024-09-30,2029-09-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2316500543A1,MENQUADFI,,LARUTAN INJEKSI,"DUS, 1 VIAL @ 0.5 ML (1 DOSIS)",KALVENTIS SINERGI FARMA - Indonesia,KALVENTIS SINERGI FARMA,Indonesia,2023-10-30,2028-10-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,0,5.0,False,1
DKI2318200367A1,BRALTUS,TIOTROPIUM BROMIDE,"SERBUK INHALER; 0,0156 MG","DUS, 1 BOTOL PLASTIK @ 15 KAPSUL + ZONDA INHALER ;; DUS, 1 BOTOL PLASTIK @ 30 KAPSUL + ZONDA INHALER",ACTAVIS INDONESIA - Indonesia,ACTAVIS INDONESIA,Indonesia,2023-06-16,2028-06-16,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,2
DKI2318604901A1,NILTIB,NILOTINIB HYDROCHLORIDE DIHYDRATE,"KAPSUL; 170,535 MG","DUS, 4 BLISTER @ 7 KAPSUL",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2023-10-12,2028-10-12,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2318604901B1,NILTIB,NILOTINIB HYDROCHLORIDE DIHYDRATE,"KAPSUL; 227,380 MG","DUS, 4 BLISTER @ 7 KAPSUL",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2023-10-12,2028-10-12,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2318605101A1,DABITRIN,DABIGATRAN ETEXILATE MESILATE,"KAPSUL; 86,480 MG","DUS, 1 BOTOL PLASTIK @ 60 KAPSUL",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2023-10-30,2028-10-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2318605101B1,DABITRIN,DABIGATRAN ETEXILATE MESILATE,"KAPSUL; 126,837 MG","DUS, 1 BOTOL PLASTIK @ 60 KAPSUL",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2023-10-30,2028-10-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2318605101C1,DABITRIN,DABIGATRAN ETEXILATE MESILATE,"KAPSUL; 172,96 MG","DUS, 1 BOTOL PLASTIK @ 60 KAPSUL",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2023-10-30,2028-10-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2318605201A1,MOVFOR,MOLNUPIRAVIR,KAPSUL; 200 MG,"DUS, 4 BLISTER @ 10 KAPSUL",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2023-12-15,2028-12-15,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2318605317A1,LERREX,LERCANIDIPINE HYDROCHLORIDE HEMIHYDRATE,"TABLET SALUT SELAPUT; 10,139 MG","DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2023-12-23,2028-12-23,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2318605317B1,LERREX,LERCANIDIPINE HYDROCHLORIDE HEMIHYDRATE,"TABLET SALUT SELAPUT; 20,278 MG","DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2023-12-23,2028-12-23,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2319201114A1,FERRIPROX,,TABLET SALUT ENTERIK PELEPASAN LAMBAT,"DUS, 5 BLISTER @ 10 TABLET SALUT ENTERIK PELEPASAN LAMBAT",SYDNA FARMA - Indonesia,SYDNA FARMA,Indonesia,2023-03-16,2028-03-16,Berlaku,Obat Keras - Impor,Obat Keras,Impor,0,5.0,False,1
DKI2321001817A1,REBOZET,ELTROMBOPAG OLAMINE,TABLET SALUT SELAPUT,"DUS, 2 BLISTER @ 7 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2026-04-05,2031-04-05,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2321001817B1,REBOZET,ELTROMBOPAG OLAMINE,TABLET SALUT SELAPUT,"DUS, 2 BLISTER @ 7 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2026-04-05,2031-04-05,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2324200617A1,JARDIANCE,EMPAGLIFLOZIN,TABLET SALUT SELAPUT; 10 MG,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2024-09-30,2029-09-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2324200617B1,JARDIANCE,EMPAGLIFLOZIN,TABLET SALUT SELAPUT; 25 MG,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2024-09-30,2029-09-30,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2325402243A1,KABISULFAN,BUSULFAN,INJEKSI; 6 MG,"DUS, 1 VIAL @ 10 ML",FRESENIUS KABI COMBIPHAR - Indonesia,FRESENIUS KABI COMBIPHAR,Indonesia,2023-12-28,2028-12-28,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1
DKI2327900623A1,LOKELMA,SODIUM ZIRCONIUM CYCLOSILICATE,SERBUK; 5 G,"DUS, 3 SACHETS @ 5 G ;; DUS, 30 SACHETS @ 5 G",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2023-07-07,2028-03-31,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.7,False,2
DKI2327900623B1,LOKELMA,,SERBUK,"DUS, 30 SACHETS @ 10 G",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2023-03-31,2028-03-31,Berlaku,Obat Keras - Impor,Obat Keras,Impor,0,5.0,False,1
DKI2331500301A1,NINLARO 2.3 MG,IXAZOMIB CITRATE,KAPSUL,"BOX, 1 WALLET CARTONS @ 1 BLISTER @ 3 CAPSULES ;; BOX, 3 WALLET CARTONS @ 1 BLISTER @ 1 CAPSULE",TAKEDA INDONESIA - Indonesia,TAKEDA INDONESIA,Indonesia,2025-11-21,2028-08-08,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,2.7,False,2
DKI2331500301B1,NINLARO 3.0 MG,IXAZOMIB CITRATE,KAPSUL,"BOX, 1 WALLET @ 1 BLISTER @ 3 CAPSULES ;; BOX, 3 WALLET CARTONS @ 1 BLISTER @ 1 CAPSULE",TAKEDA INDONESIA - Indonesia,TAKEDA INDONESIA,Indonesia,2025-11-21,2028-08-08,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,2.7,False,2
DKI2331500301C1,NINLARO 4.0 MG,IXAZOMIB CITRATE,KAPSUL,"BOX, 1 WALLET  @ 1 BLISTER @ 3 CAPSULES ;; BOX, 3 WALLET CARTONS @ 1 BLISTER @ 1 CAPSULE",TAKEDA INDONESIA - Indonesia,TAKEDA INDONESIA,Indonesia,2025-11-21,2028-08-20,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,2.7,False,2
DKI2332101917A1,VOTRIENT,PAZOPANIB HYDROCHLORIDE,TABLET SALUT SELAPUT,"DUS, 1 BOTOL PLASTIK @ 30 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2023-02-10,2025-12-17,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,2.9,True,1
DKI2332101917B1,VOTRIENT,PAZOPANIB HYDROCHLORIDE,TABLET SALUT SELAPUT,"DUS, 1 BOTOL PLASTIK @ 60 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2023-02-10,2025-12-17,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,2.9,True,1
DKI2340300643A1,PENTAVAC,DIPHTERIA TOXOID | HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID | HEPATITIS B SURFACE ANTIGEN | INACTIVATED BORDETELLA PERTUSSIS | TETANUS TOXOID,SUSPENSI INJEKSI,"DUS, 50 VIAL @ 5 ML (10 DOSIS)",BIO FARMA - Indonesia,BIO FARMA,Indonesia,2023-12-20,2024-12-31,Berlaku,Obat Keras - Impor,Obat Keras,Impor,5,1.0,True,1
